DATE,PRCP,SNWD,SNOW,TMAX,TMIN
20120823,0,0,0,85,69
20120824,0,0,0,87,69
20120825,0,0,0,86,70
20120826,0,0,0,84,68
20120827,0.61,0,0,81,70
20120828,0.14,0,0,87,73
20120829,0,0,0,79,67
20120830,0,0,0,82,61
20120831,0,0,0,91,69
20120901,0,0,0,91,74
20120902,0,0,0,82,71
20120903,0,0,0,79,71
20120904,0.13,0,0,80,70
20120905,0.07,0,0,80,71
20120906,0,0,0,80,69
20120907,0,0,0,87,71
20120908,0.39,0,0,81,63
20120909,0,0,0,78,63
20120910,0,0,0,72,58
20120911,0,0,0,73,54
20120912,0,0,0,80,59
20120913,0,0,0,81,63
20120914,0,0,0,80,64
20120915,0.01,0,0,73,60
20120916,0,0,0,75,56
20120917,0,0,0,78,57
20120918,1.54,0,0,75,67
20120919,0,0,0,70,57
20120920,0,0,0,69,54
20120921,0,0,0,75,60
20120922,0.22,0,0,76,60
20120923,0,0,0,68,55
20120924,0,0,0,67,53
20120925,0,0,0,72,54
20120926,0.01,0,0,77,63
20120927,0.06,0,0,75,63
20120928,1.96,0,0,69,60
20120929,0,0,0,65,57
20120930,0,0,0,68,55
20121001,0,0,0,70,52
20121002,0.38,0,0,69,62
20121003,0,0,0,73,63
20121004,0,0,0,74,66
20121005,0,0,0,78,61
20121006,0,0,0,77,54
20121007,0.19,0,0,54,46
20121008,0,0,0,55,44
20121009,0.03,0,0,58,50
20121010,0.25,0,0,66,53
20121011,0,0,0,59,47
20121012,0,0,0,56,42
20121013,0,0,0,53,38
20121014,0,0,0,70,53
20121015,0.2,0,0,71,59
20121016,0,0,0,59,48
20121017,0,0,0,61,44
20121018,0,0,0,65,50
20121019,0.89,0,0,66,61
20121020,0,0,0,69,54
20121021,0,0,0,65,49
20121022,0,0,0,66,49
20121023,0.03,0,0,65,54
20121024,0,0,0,59,56
20121025,0,0,0,62,55
20121026,0,0,0,65,57
20121027,0,0,0,65,59
20121028,0,0,0,59,55
20121029,0.67,0,0,62,52
20121030,0.27,0,0,54,47
20121031,0.01,0,0,50,44
20121101,0,0,0,51,43
20121102,0,0,0,53,42
20121103,0,0,0,51,40
20121104,0,0,0,51,39
20121105,0,0,0,45,35
20121106,0,0,0,42,31
20121107,1.12,0,4.3,41,31
20121108,0.06,4,0.4,48,32
20121109,0,0,0,53,36
20121110,0,0,0,55,42
20121111,0,0,0,64,50
20121112,0,0,0,66,48
20121113,0.09,0,0,62,40
20121114,0,0,0,47,37
20121115,0,0,0,45,35
20121116,0,0,0,46,38
20121117,0,0,0,51,39
20121118,0,0,0,49,38
20121119,0,0,0,47,37
20121120,0,0,0,51,40
20121121,0,0,0,53,40
20121122,0,0,0,54,41
20121123,0.01,0,0,56,43
20121124,0,0,0,50,35
20121125,0,0,0,40,33
20121126,0,0,0,48,36
20121127,0.53,0,0,42,34
20121128,0,0,0,41,34
20121129,0,0,0,43,34
20121130,0,0,0,46,38
20121201,0,0,0,41,36
20121202,0.04,0,0,52,41
20121203,0,0,0,60,49
20121204,0.07,0,0,62,47
20121205,0,0,0,58,35
20121206,0,0,0,40,29
20121207,0.14,0,0,46,35
20121208,0.36,0,0,50,44
20121209,0.18,0,0,50,42
20121210,0.03,0,0,59,44
20121211,0.06,0,0,58,41
20121212,0,0,0,43,36
20121213,0,0,0,46,36
20121214,0,0,0,48,37
20121215,0,0,0,47,38
20121216,0.4,0,0,47,42
20121217,0.29,0,0,43,40
20121218,0.51,0,0,54,43
20121219,0,0,0,47,39
20121220,0.02,0,0,47,35
20121221,0.7,0,0,56,36
20121222,0,0,0,38,36
20121223,0,0,0,42,35
20121224,0.07,0,0,40,33
20121225,0.06,0,0,41,32
20121226,0.99,0,0.4,39,28
20121227,0.62,0,0,39,30
20121228,0,0,0,37,30
20121229,0.26,0,0,34,30
20121230,0,0,0,34,28
20121231,0,0,0,38,28
20130101,0,0,0,40,26
20130102,0,0,0,33,22
20130103,0,0,0,32,24
20130104,0,0,0,37,30
20130105,0,0,0,42,32
20130106,0,0,0,46,34
20130107,0,0,0,45,37
20130108,0,0,0,48,35
20130109,0,0,0,49,39
20130110,0,0,0,47,40
20130111,0.55,0,0,46,37
20130112,0.02,0,0,47,42
20130113,0,0,0,50,43
20130114,0.09,0,0,56,38
20130115,0.12,0,0,38,35
20130116,0.69,0,0,37,32
20130117,0,0,0,43,35
20130118,0,0,0,35,25
20130119,0,0,0,51,30
20130120,0,0,0,53,30
20130121,0,0,0,32,26
20130122,0,0,0,27,13
20130123,0,0,0,20,11
20130124,0,0,0,22,12
20130125,0.07,0,1.5,24,13
20130126,0,2,0,27,15
20130127,0,1,0,34,19
20130128,0.22,1,0,36,29
20130129,0.06,0,0,49,36
20130130,0.04,0,0,59,39
20130131,0.9,0,0,61,30
20130201,0,0,0,31,24
20130202,0.02,0,0.1,29,19
20130203,0.02,0,0.3,30,24
20130204,0,0,0,30,23
20130205,0.02,0,0.4,32,28
20130206,0,0,0,39,29
20130207,0,0,0,32,26
20130208,1.15,0,6.3,34,27
20130209,0.38,11,5.1,32,21
20130210,0,10,0,36,18
20130211,0.49,9,0,45,34
20130212,0,4,0,44,36
20130213,0.03,0,0,44,33
20130214,0,0,0,46,33
20130215,0,0,0,55,37
20130216,0.02,0,0,41,31
20130217,0,0,0,32,18
20130218,0,0,0,35,17
20130219,0.15,0,0,49,33
20130220,0,0,0,38,25
20130221,0,0,0,34,24
20130222,0,0,0,38,25
20130223,0.26,0,0,42,36
20130224,0.01,0,0,47,34
20130225,0,0,0,45,32
20130226,0.14,0,0,44,35
20130227,1.56,0,0,47,36
20130228,0,0,0,51,39
20130301,0,0,0,45,36
20130302,0,0,0,40,31
20130303,0,0,0,40,29
20130304,0,0,0,42,27
20130305,0,0,0,49,31
20130306,0,0,0,42,38
20130307,0.19,0,0,38,33
20130308,0.54,2,4,42,31
20130309,0,2,0,55,35
20130310,0,0,0,50,36
20130311,0,0,0,54,40
20130312,0.79,0,0,57,43
20130313,0,0,0,52,38
20130314,0,0,0,41,29
20130315,0,0,0,47,30
20130316,0.12,0,0.3,41,32
20130317,0,0,0,38,29
20130318,0.65,0,3,35,28
20130319,0.36,2,0,43,33
20130320,0,0,0,45,32
20130321,0,0,0,40,30
20130322,0,0,0,41,28
20130323,0,0,0,46,32
20130324,0,0,0,47,33
20130325,0.17,0,0,40,36
20130326,0,0,0,53,37
20130327,0,0,0,53,36
20130328,0,0,0,51,37
20130329,0,0,0,55,40
20130330,0,0,0,59,40
20130331,0.08,0,0,54,44
20130401,0,0,0,62,37
20130402,0,0,0,43,33
20130403,0,0,0,46,33
20130404,0,0,0,53,33
20130405,0,0,0,64,41
20130406,0,0,0,52,35
20130407,0,0,0,55,40
20130408,0,0,0,73,51
20130409,0,0,0,82,51
20130410,0.49,0,0,74,55
20130411,0,0,0,60,47
20130412,0.63,0,0,47,41
20130413,0.01,0,0,58,41
20130414,0,0,0,57,46
20130415,0,0,0,59,44
20130416,0,0,0,63,47
20130417,0.02,0,0,71,55
20130418,0.01,0,0,59,51
20130419,0.05,0,0,71,55
20130420,0.06,0,0,60,43
20130421,0,0,0,55,37
20130422,0,0,0,55,41
20130423,0,0,0,53,41
20130424,0,0,0,69,44
20130425,0,0,0,66,46
20130426,0,0,0,67,50
20130427,0,0,0,71,48
20130428,0,0,0,69,51
20130429,0.04,0,0,57,52
20130430,0,0,0,68,51
20130501,0,0,0,69,47
20130502,0,0,0,72,49
20130503,0,0,0,66,49
20130504,0,0,0,69,48
20130505,0,0,0,64,46
20130506,0,0,0,69,46
20130507,0,0,0,74,52
20130508,3.02,0,0,63,55
20130509,0.5,0,0,68,54
20130510,0.01,0,0,79,59
20130511,1.09,0,0,70,61
20130512,0,0,0,70,51
20130513,0,0,0,58,45
20130514,0,0,0,61,42
20130515,0,0,0,69,52
20130516,0,0,0,79,62
20130517,0,0,0,72,58
20130518,0.01,0,0,65,56
20130519,0.6,0,0,59,55
20130520,0,0,0,79,58
20130521,0,0,0,86,68
20130522,0,0,0,78,59
20130523,1.81,0,0,80,64
20130524,0.3,0,0,65,45
20130525,0.14,0,0,54,45
20130526,0,0,0,66,48
20130527,0,0,0,73,51
20130528,0.52,0,0,68,56
20130529,0,0,0,82,58
20130530,0,0,0,90,72
20130531,0,0,0,90,75
20130601,0,0,0,90,73
20130602,0.85,0,0,88,69
20130603,0.87,0,0,78,66
20130604,0,0,0,75,57
20130605,0,0,0,74,58
20130606,0.13,0,0,70,59
20130607,4.16,0,0,63,59
20130608,0.48,0,0,77,57
20130609,0,0,0,80,63
20130610,1.38,0,0,70,62
20130611,0.09,0,0,80,64
20130612,0,0,0,76,65
20130613,1.26,0,0,69,55
20130614,0.38,0,0,72,53
20130615,0,0,0,80,61
20130616,0,0,0,80,65
20130617,0.01,0,0,84,69
20130618,0.2,0,0,84,64
20130619,0,0,0,77,59
20130620,0,0,0,80,62
20130621,0,0,0,82,64
20130622,0,0,0,84,65
20130623,0,0,0,88,70
20130624,0,0,0,92,74
20130625,0,0,0,91,73
20130626,0.05,0,0,85,74
20130627,0.24,0,0,86,73
20130628,0,0,0,85,73
20130629,0,0,0,83,71
20130630,0,0,0,86,73
20130701,0.84,0,0,77,72
20130702,0.08,0,0,82,72
20130703,0.53,0,0,83,73
20130704,0,0,0,87,75
20130705,0,0,0,90,76
20130706,0,0,0,92,78
20130707,0,0,0,92,78
20130708,0.22,0,0,89,73
20130709,0.23,0,0,88,74
20130710,0,0,0,85,75
20130711,0,0,0,84,76
20130712,0.25,0,0,77,68
20130713,0.06,0,0,81,67
20130714,0,0,0,90,74
20130715,0,0,0,94,78
20130716,0,0,0,94,77
20130717,0,0,0,97,79
20130718,0,0,0,98,81
20130719,0,0,0,96,83
20130720,0,0,0,93,81
20130721,0,0,0,89,76
20130722,0.06,0,0,86,75
20130723,0.31,0,0,87,73
20130724,0,0,0,83,68
20130725,0.01,0,0,68,64
20130726,0,0,0,83,65
20130727,0,0,0,82,70
20130728,0.24,0,0,78,70
20130729,0.01,0,0,85,69
20130730,0,0,0,83,67
20130731,0,0,0,83,67
20130801,0.65,0,0,76,66
20130802,0,0,0,83,67
20130803,0.06,0,0,78,68
20130804,0,0,0,80,66
20130805,0,0,0,78,62
20130806,0,0,0,82,64
20130807,0,0,0,80,70
20130808,0.46,0,0,81,70
20130809,0.05,0,0,85,74
20130810,0,0,0,83,70
20130811,0,0,0,81,65
20130812,0.05,0,0,82,70
20130813,0.85,0,0,77,68
20130814,0,0,0,74,61
20130815,0,0,0,78,59
20130816,0,0,0,82,64
20130817,0,0,0,84,64
20130818,0,0,0,76,68
20130819,0,0,0,79,66
20130820,0,0,0,88,68
20130821,0,0,0,90,72
20130822,0.25,0,0,78,71
20130823,0,0,0,82,71
20130824,0,0,0,80,65
20130825,0,0,0,83,64
20130826,0.04,0,0,84,68
20130827,0.01,0,0,87,71
20130828,0.43,0,0,86,71
20130829,0,0,0,80,71
20130830,0,0,0,85,70
20130831,0,0,0,86,73
20130901,0,0,0,84,75
20130902,0.05,0,0,82,74
20130903,0.03,0,0,82,68
20130904,0,0,0,82,65
20130905,0,0,0,80,64
20130906,0,0,0,72,57
20130907,0,0,0,80,59
20130908,0,0,0,83,64
20130909,0,0,0,73,57
20130910,0.01,0,0,87,68
20130911,0,0,0,96,77
20130912,1.6,0,0,87,70
20130913,0.06,0,0,77,59
20130914,0,0,0,67,54
20130915,0,0,0,73,51
20130916,0.03,0,0,73,56
20130917,0,0,0,65,50
20130918,0,0,0,72,51
20130919,0,0,0,78,55
20130920,0,0,0,79,60
20130921,0.72,0,0,77,61
20130922,0.45,0,0,69,54
20130923,0,0,0,66,50
20130924,0,0,0,73,47
20130925,0,0,0,73,52
20130926,0,0,0,71,58
20130927,0,0,0,69,57
20130928,0,0,0,73,56
20130929,0,0,0,72,57
20130930,0,0,0,75,56
20131001,0,0,0,82,59
20131002,0,0,0,83,64
20131003,0,0,0,78,63
20131004,0,0,0,86,66
20131005,0,0,0,76,64
20131006,0,0,0,70,65
20131007,0.25,0,0,76,60
20131008,0,0,0,67,54
20131009,0,0,0,62,53
20131010,0,0,0,65,54
20131011,0.02,0,0,68,60
20131012,0,0,0,72,60
20131013,0,0,0,65,56
20131014,0,0,0,66,52
20131015,0,0,0,72,53
20131016,0,0,0,67,56
20131017,0.02,0,0,73,61
20131018,0,0,0,68,55
20131019,0.01,0,0,64,52
20131020,0,0,0,63,50
20131021,0,0,0,66,50
20131022,0,0,0,67,51
20131023,0,0,0,55,45
20131024,0,0,0,54,41
20131025,0,0,0,53,40
20131026,0,0,0,55,41
20131027,0,0,0,58,46
20131028,0,0,0,61,43
20131029,0,0,0,56,44
20131030,0,0,0,60,47
20131031,0.06,0,0,66,53
20131101,0.13,0,0,70,59
20131102,0,0,0,68,55
20131103,0,0,0,55,37
20131104,0,0,0,46,35
20131105,0,0,0,55,41
20131106,0,0,0,61,49
20131107,0.13,0,0,64,44
20131108,0,0,0,50,40
20131109,0,0,0,50,38
20131110,0,0,0,61,44
20131111,0,0,0,53,43
20131112,0.03,0,0,52,31
20131113,0,0,0,39,29
20131114,0,0,0,52,33
20131115,0,0,0,57,44
20131116,0.05,0,0,60,45
20131117,0.03,0,0,60,51
20131118,0.22,0,0,65,51
20131119,0,0,0,51,36
20131120,0,0,0,44,32
20131121,0,0,0,52,35
20131122,0.07,0,0,57,51
20131123,0,0,0,54,31
20131124,0,0,0,30,23
20131125,0,0,0,35,23
20131126,0.51,0,0,47,33
20131127,1.98,0,0,62,35
20131128,0,0,0,35,30
20131129,0,0,0,39,29
20131130,0,0,0,39,25
20131201,0,0,0,49,36
20131202,0,0,0,49,41
20131203,0,0,0,53,38
20131204,0,0,0,52,41
20131205,0.01,0,0,60,48
20131206,0.73,0,0,62,37
20131207,0.14,0,0,41,32
20131208,0.08,0,0.7,33,29
20131209,0.3,0,0,39,31
20131210,0.23,0,1.4,37,30
20131211,0,0,0,33,27
20131212,0,0,0,30,23
20131213,0,0,0,35,23
20131214,0.73,0,5,34,22
20131215,0.72,3.1,0,40,30
20131216,0,3.1,0,33,25
20131217,0.19,3.1,1.5,32,24
20131218,0,3.9,0,37,23
20131219,0,3.1,0,47,30
20131220,0,3.1,0,53,41
20131221,0.01,1.2,0,65,51
20131222,0,0,0,71,61
20131223,0.51,0,0,64,42
20131224,0,0,0,42,26
20131225,0,0,0,31,19
20131226,0,0,0,36,30
20131227,0,0,0,40,31
20131228,0,0,0,55,36
20131229,1.2,0,0,48,41
20131230,0,0,0,45,23
20131231,0,0,0,32,21
20140101,0,0,0,33,24
20140102,0.33,0,3.1,33,18
20140103,0.29,5.9,3.3,18,9
20140104,0,5.9,0,29,8
20140105,0.14,3.9,0,40,27
20140106,0.36,1.2,0,55,19
20140107,0,0,0,19,4
20140108,0,0,0,22,9
20140109,0,0,0,32,22
20140110,0.11,0,0,37,30
20140111,0.5,0,0,58,37
20140112,0.05,0,0,54,38
20140113,0,0,0,51,37
20140114,0.38,0,0,52,44
20140115,0,0,0,47,39
20140116,0,0,0,42,36
20140117,0,0,0,44,33
20140118,0.07,0,0,41,29
20140119,0,0,0,38,24
20140120,0,0,0,46,31
20140121,0.46,0,11,31,11
20140122,0.02,11,0.5,17,5
20140123,0,7.1,0,20,7
20140124,0,5.9,0,20,10
20140125,0.04,3.9,1,28,19
20140126,0,3.9,0,34,17
20140127,0,3.1,0,44,21
20140128,0,1.2,0,21,12
20140129,0.04,2,0.8,23,14
20140130,0,1,0,30,16
20140131,0,1.2,0,39,25
20140201,0,1.2,0,45,36
20140202,0,1.2,0,56,39
20140203,1.17,1.2,8,43,27
20140204,0,7.9,0,35,22
20140205,1.43,9.1,4,34,29
20140206,0,9.1,0,32,21
20140207,0,9.1,0,32,24
20140208,0,9.1,0,29,21
20140209,0.1,7.9,1.2,31,21
20140210,0,9.8,0,29,21
20140211,0,9.8,0,26,16
20140212,0,9.8,0,25,13
20140213,1.78,11.8,9.5,36,24
20140214,0.3,18.1,3,40,31
20140215,0.13,18.1,1.6,37,27
20140216,0,18.1,0,30,21
20140217,0,16.9,0,32,18
20140218,0.16,18.1,1.5,39,26
20140219,0.26,16.9,0,45,34
20140220,0.03,15,0,51,37
20140221,0.09,13,0,49,36
20140222,0,9.8,0,54,40
20140223,0,9.1,0,54,43
20140224,0,5.9,0,44,27
20140225,0,5.9,0,33,24
20140226,0.03,5.9,0.2,31,20
20140227,0,5.9,0,34,14
20140228,0,5.9,0,24,9
20140301,0,5.9,0,37,20
20140302,0,5.1,0,40,32
20140303,0.04,5.1,0.1,32,17
20140304,0,5.1,0,29,13
20140305,0,3.9,0,39,26
20140306,0,3.9,0,31,16
20140307,0,3.9,0,37,26
20140308,0,3.1,0,57,35
20140309,0,2,0,44,36
20140310,0,1.2,0,51,36
20140311,0,0,0,66,45
20140312,0.35,0,0,56,32
20140313,0,0,0,32,18
20140314,0,0,0,46,22
20140315,0,0,0,58,42
20140316,0,0,0,42,30
20140317,0,0,0,35,23
20140318,0,0,0,43,28
20140319,0.92,0,0,46,32
20140320,0,0,0,54,40
20140321,0,0,0,51,39
20140322,0,0,0,63,41
20140323,0,0,0,42,27
20140324,0,0,0,35,21
20140325,0,0,0,39,26
20140326,0,0,0,36,24
20140327,0,0,0,44,22
20140328,0.04,0,0,62,37
20140329,1.81,0,0,59,43
20140330,0.35,0,0,49,39
20140331,0.16,0,0,56,36
20140401,0,0,0,60,39
20140402,0,0,0,54,42
20140403,0.07,0,0,67,46
20140404,0.21,0,0,47,40
20140405,0,0,0,54,40
20140406,0,0,0,61,36
20140407,0.52,0,0,53,43
20140408,0.34,0,0,64,46
20140409,0,0,0,61,45
20140410,0,0,0,58,42
20140411,0,0,0,75,56
20140412,0,0,0,73,50
20140413,0,0,0,77,54
20140414,0,0,0,75,59
20140415,0.71,0,0,63,33
20140416,0.05,0,0,49,31
20140417,0,0,0,48,36
20140418,0,0,0,49,35
20140419,0,0,0,68,41
20140420,0,0,0,60,45
20140421,0,0,0,67,41
20140422,0.01,0,0,71,51
20140423,0,0,0,61,44
20140424,0,0,0,62,42
20140425,0.02,0,0,63,44
20140426,0.92,0,0,67,46
20140427,0,0,0,59,47
20140428,0,0,0,67,45
20140429,0.03,0,0,52,43
20140430,4.97,0,0,52,41
20140501,0.12,0,0,78,51
20140502,0,0,0,70,56
20140503,0.08,0,0,71,54
20140504,0.02,0,0,65,54
20140505,0,0,0,70,50
20140506,0,0,0,71,52
20140507,0,0,0,69,50
20140508,0.41,0,0,59,53
20140509,0.04,0,0,63,55
20140510,0.37,0,0,83,57
20140511,0.03,0,0,82,60
20140512,0,0,0,85,64
20140513,0,0,0,73,53
20140514,0.01,0,0,71,52
20140515,0.15,0,0,71,58
20140516,1.54,0,0,68,58
20140517,0,0,0,70,53
20140518,0,0,0,67,51
20140519,0,0,0,72,49
20140520,0,0,0,78,53
20140521,0,0,0,74,63
20140522,0.24,0,0,67,59
20140523,0.91,0,0,71,56
20140524,0.4,0,0,70,57
20140525,0,0,0,80,55
20140526,0,0,0,86,66
20140527,0,0,0,86,64
20140528,0,0,0,64,54
20140529,0,0,0,66,51
20140530,0,0,0,75,55
20140531,0.05,0,0,73,57
20140601,0,0,0,77,55
20140602,0,0,0,80,59
20140603,0.12,0,0,87,65
20140604,0,0,0,82,63
20140605,0.87,0,0,76,61
20140606,0,0,0,76,61
20140607,0,0,0,82,60
20140608,0,0,0,86,66
20140609,1.6,0,0,73,63
20140610,0,0,0,77,65
20140611,0.02,0,0,70,61
20140612,0.07,0,0,73,60
20140613,1.28,0,0,79,65
20140614,0,0,0,74,60
20140615,0,0,0,80,59
20140616,0,0,0,81,63
20140617,0,0,0,89,71
20140618,0,0,0,89,76
20140619,0.15,0,0,77,68
20140620,0,0,0,79,64
20140621,0,0,0,78,62
20140622,0,0,0,79,64
20140623,0,0,0,81,65
20140624,0,0,0,81,68
20140625,0.08,0,0,85,70
20140626,0.07,0,0,85,70
20140627,0,0,0,83,67
20140628,0,0,0,87,66
20140629,0,0,0,83,68
20140630,0,0,0,84,69
20140701,0,0,0,89,72
20140702,0.96,0,0,91,72
20140703,1.78,0,0,87,69
20140704,0.14,0,0,74,65
20140705,0,0,0,81,63
20140706,0,0,0,84,66
20140707,0.04,0,0,90,72
20140708,0.39,0,0,91,71
20140709,0.09,0,0,88,71
20140710,0,0,0,83,72
20140711,0,0,0,86,71
20140712,0,0,0,85,71
20140713,0.03,0,0,83,72
20140714,0.46,0,0,84,72
20140715,1.3,0,0,86,72
20140716,0,0,0,81,68
20140717,0,0,0,81,67
20140718,0,0,0,81,64
20140719,0,0,0,76,68
20140720,0,0,0,80,66
20140721,0,0,0,85,67
20140722,0,0,0,86,71
20140723,0.19,0,0,88,72
20140724,0,0,0,80,70
20140725,0,0,0,82,66
20140726,0,0,0,81,69
20140727,0.02,0,0,85,71
20140728,0.19,0,0,82,68
20140729,0,0,0,76,64
20140730,0,0,0,80,63
20140731,0,0,0,82,68
20140801,0,0,0,84,71
20140802,0.41,0,0,74,63
20140803,0.07,0,0,76,66
20140804,0,0,0,84,70
20140805,0,0,0,90,71
20140806,0,0,0,83,70
20140807,0,0,0,83,66
20140808,0,0,0,83,65
20140809,0,0,0,87,66
20140810,0,0,0,88,68
20140811,0,0,0,87,71
20140812,0.19,0,0,79,70
20140813,0.53,0,0,82,68
20140814,0,0,0,77,63
20140815,0,0,0,73,61
20140816,0,0,0,78,63
20140817,0.01,0,0,82,66
20140818,0,0,0,81,63
20140819,0,0,0,83,63
20140820,0,0,0,84,70
20140821,0.35,0,0,83,65
20140822,0.06,0,0,79,65
20140823,0.01,0,0,77,67
20140824,0,0,0,80,64
20140825,0,0,0,88,64
20140826,0,0,0,89,70
20140827,0,0,0,90,70
20140828,0,0,0,82,66
20140829,0,0,0,80,61
20140830,0,0,0,80,65
20140831,0.62,0,0,90,73
20140901,0,0,0,88,75
20140902,0,0,0,92,77
20140903,0,0,0,86,72
20140904,0,0,0,87,69
20140905,0,0,0,87,72
20140906,0.11,0,0,91,67
20140907,0,0,0,81,65
20140908,0,0,0,75,65
20140909,0,0,0,73,63
20140910,0,0,0,80,63
20140911,0,0,0,83,69
20140912,0,0,0,78,62
20140913,0.26,0,0,69,58
20140914,0,0,0,71,53
20140915,0,0,0,71,55
20140916,0.37,0,0,70,58
20140917,0,0,0,73,55
20140918,0,0,0,76,57
20140919,0,0,0,66,54
20140920,0,0,0,75,57
20140921,0.15,0,0,75,67
20140922,0,0,0,71,55
20140923,0,0,0,71,52
20140924,0,0,0,71,58
20140925,0.32,0,0,64,57
20140926,0,0,0,77,58
20140927,0,0,0,83,60
20140928,0,0,0,84,64
20140929,0,0,0,79,67
20140930,0,0,0,71,62
20141001,0.02,0,0,65,61
20141002,0,0,0,70,61
20141003,0,0,0,71,56
20141004,1.18,0,0,69,52
20141005,0,0,0,61,46
20141006,0,0,0,69,50
20141007,0.06,0,0,71,63
20141008,0.04,0,0,73,62
20141009,0,0,0,68,55
20141010,0,0,0,64,52
20141011,0.33,0,0,60,50
20141012,0,0,0,63,48
20141013,0.05,0,0,65,52
20141014,0,0,0,76,63
20141015,0.69,0,0,77,69
20141016,1.11,0,0,71,61
20141017,0,0,0,71,59
20141018,0,0,0,70,56
20141019,0,0,0,56,44
20141020,0,0,0,60,42
20141021,0.11,0,0,67,55
20141022,1.51,0,0,58,50
20141023,0.61,0,0,53,50
20141024,0,0,0,63,51
20141025,0.01,0,0,67,50
20141026,0,0,0,63,53
20141027,0,0,0,63,48
20141028,0,0,0,72,53
20141029,0,0,0,72,51
20141030,0,0,0,59,47
20141031,0.05,0,0,55,45
20141101,0.35,0,0,47,42
20141102,0,0,0,48,41
20141103,0,0,0,61,39
20141104,0,0,0,68,53
20141105,0,0,0,64,56
20141106,0.37,0,0,57,48
20141107,0,0,0,53,40
20141108,0,0,0,48,36
20141109,0,0,0,57,46
20141110,0,0,0,61,44
20141111,0,0,0,64,49
20141112,0,0,0,65,47
20141113,0.2,0,0,48,36
20141114,0.06,0,0,42,35
20141115,0,0,0,42,33
20141116,0.03,0,0,45,35
20141117,1.54,0,0,52,40
20141118,0,0,0,45,24
20141119,0,0,0,36,22
20141120,0,0,0,45,31
20141121,0,0,0,37,28
20141122,0,0,0,44,28
20141123,0,0,0,57,43
20141124,0.7,0,0,69,53
20141125,0,0,0,68,51
20141126,1.24,0,0.2,51,34
20141127,0.02,0,0,38,34
20141128,0,0,0,37,29
20141129,0,0,0,45,27
20141130,0,0,0,55,45
20141201,0.09,0,0,65,42
20141202,0.08,0,0,43,35
20141203,0.06,0,0,46,41
20141204,0,0,0,45,37
20141205,0.51,0,0,44,34
20141206,1.22,0,0,50,39
20141207,0.04,0,0,42,30
20141208,0,0,0,37,24
20141209,2.54,0,0,42,36
20141210,0.08,0,1,40,32
20141211,0.01,1.2,0,38,31
20141212,0,0,0,38,32
20141213,0,0,0,44,34
20141214,0,0,0,46,38
20141215,0,0,0,48,37
20141216,0.2,0,0,49,38
20141217,0.02,0,0,54,42
20141218,0,0,0,42,37
20141219,0,0,0,38,31
20141220,0,0,0,33,30
20141221,0,0,0,36,31
20141222,0.04,0,0,44,35
20141223,0.16,0,0,46,43
20141224,0.8,0,0,58,44
20141225,0.09,0,0,62,44
20141226,0,0,0,50,40
20141227,0,0,0,55,44
20141228,0.1,0,0,54,43
20141229,0,0,0,44,34
20141230,0,0,0,34,28
20141231,0,0,0,32,27
20150101,0,0,0,39,27
20150102,0,0,0,42,35
20150103,0.71,0,0,42,33
20150104,0.3,0,0,56,41
20150105,0,0,0,49,21
20150106,0.05,0,1,22,19
20150107,0,1.2,0,23,9
20150108,0,0,0,21,8
20150109,0.07,0,1.5,33,19
20150110,0,1.2,0,23,16
20150111,0,1.2,0,37,18
20150112,0.36,0,0,39,35
20150113,0,0,0,36,17
20150114,0,0,0,32,16
20150115,0,0,0,35,25
20150116,0,0,0,43,20
20150117,0,0,0,32,17
20150118,2.1,0,0,42,31
20150119,0,0,0,42,36
20150120,0,0,0,40,32
20150121,0,0,0,36,25
20150122,0,0,0,40,31
20150123,0,0,0,39,28
20150124,0.72,3.1,3.6,39,33
20150125,0,2,0,42,31
20150126,0.48,2,5.5,31,22
20150127,0.36,7.9,4.3,30,20
20150128,0,7.9,0,34,16
20150129,0.02,5.9,0,36,19
20150130,0.06,7.1,1,38,19
20150131,0,7.1,0,26,13
20150201,0.03,5.9,0.3,36,20
20150202,1.02,7.1,5,34,14
20150203,0,7.9,0,26,13
20150204,0,7.9,0,43,24
20150205,0,7.9,0,42,14
20150206,0,7.9,0,27,12
20150207,0.02,7.9,0,40,25
20150208,0,7.9,0,37,29
20150209,0.09,7.9,0,29,25
20150210,0.01,7.9,0.1,40,26
20150211,0,7.9,0,34,22
20150212,0,7.9,0,40,16
20150213,0,7.9,0,21,8
20150214,0.02,7.9,0.9,32,16
20150215,0,9.1,0,25,4
20150216,0,9.1,0,21,3
20150217,0.14,11.8,3.3,27,14
20150218,0,9.1,0,33,19
20150219,0,9.1,0,27,8
20150220,0,9.1,0,19,2
20150221,0.61,9.1,3,32,13
20150222,0.1,13,1,43,32
20150223,0,11.8,0,38,8
20150224,0,11.8,0,24,4
20150225,0,11.8,0,37,20
20150226,0,11,0,32,21
20150227,0,11,0,30,18
20150228,0,11,0,29,13
20150301,0.52,9.8,4.8,31,24
20150302,0,15,0,39,27
20150303,0.67,14.2,1.8,37,22
20150304,0.25,13,0,45,35
20150305,0.76,13,7.5,40,19
20150306,0,18.9,0,27,12
20150307,0,18.1,0,38,18
20150308,0,16.1,0,49,37
20150309,0.01,13,0,54,40
20150310,0.46,11,0,53,39
20150311,0.01,5.9,0,59,44
20150312,0,3.9,0,47,36
20150313,0,2,0,43,31
